vertices,solved,unsolved
987,15
987,17
987,19
987,21
987,23
987,25
1060,15
1060,17
1060,19
1060,21
1060,23
1060,25
881,15
881,17
881,19
881,21
881,23
881,25
942,15
942,17
942,19
942,21
942,23
942,25
1010,15
1010,17
1010,19
1010,21
1010,23
1010,25
1078,15
1078,17
1078,19
1078,21
1078,23
1078,25
1434,15
1434,17
1434,19
1434,21
1434,23
1434,25
1537,15
1537,17
1537,19
1537,21
1537,23
1537,25
1728,,15
1728,17
1728,19
1728,,21
1728,,23
1728,25
1852,15
1852,17
1852,19
1852,21
1852,23
1852,25
2143,15
2143,17
2143,19
2143,21
2143,23
2143,25
2283,,15
2283,17
2283,19
2283,21
2283,23
2283,25
1670,15
1670,17
1670,19
1670,,21
1670,23
1670,25
1732,15
1732,17
1732,19
1732,21
1732,23
1732,25
1160,15
1160,17
1160,19
1160,21
1160,23
1160,25
1226,15
1226,17
1226,19
1226,21
1226,23
1226,25
1436,15
1436,17
1436,19
1436,21
1436,23
1436,25
1549,15
1549,17
1549,19
1549,21
1549,23
1549,25
1716,15
1716,17
1716,19
1716,21
1716,23
1716,25
1819,15
1819,17
1819,19
1819,21
1819,23
1819,25
3107,,15
3107,,17
3107,,19
3107,21
3107,,23
3107,25
3401,,15
3401,,17
3401,,19
3401,21
3401,23
3401,25
4513,,15
4513,,17
4513,,19
4513,,21
4513,23
4513,25
2876,,15
2876,,17
2876,,19
2876,,21
2876,,23
2876,,25
3297,,15
3297,,17
3297,,19
3297,,21
3297,,23
3297,,25
4355,,15
4355,,17
4355,,19
4355,,21
4355,,23
4355,,25
2698,,15
2698,,17
2698,,19
2698,,21
2698,23
2698,25
2981,,15
2981,,17
2981,,19
2981,21
2981,23
2981,25
3957,,15
3957,,17
3957,,19
3957,,21
3957,23
3957,25
2796,,15
2796,,17
2796,,19
2796,,21
2796,,23
2796,,25
3173,,15
3173,,17
3173,,19
3173,,21
3173,23
3173,25
4252,,15
4252,,17
4252,,19
4252,,21
4252,,23
4252,,25
2406,,15
2406,,17
2406,19
2406,,21
2406,23
2406,25
2686,,15
2686,,17
2686,,19
2686,,21
2686,23
2686,25
3627,,15
3627,,17
3627,,19
3627,,21
3627,,23
3627,,25
4604,,15
4604,,17
4604,,19
4604,,21
4604,,23
4604,25
5329,,15
5329,,17
5329,,19
5329,,21
5329,,23
5329,,25
7019,,15
7019,,17
7019,,19
7019,,21
7019,,23
7019,25
5316,,15
5316,,17
5316,,19
5316,,21
5316,,23
5316,,25
6033,,15
6033,,17
6033,,19
6033,,21
6033,,23
6033,,25
7850,,15
7850,,17
7850,,19
7850,,21
7850,,23
7850,,25
3703,,15
3703,,17
3703,,19
3703,,21
3703,23
3703,25
4271,,15
4271,,17
4271,,19
4271,,21
4271,23
4271,25
5623,,15
5623,,17
5623,19
5623,21
5623,23
5623,25
4375,,15
4375,,17
4375,,19
4375,,21
4375,,23
4375,,25
5067,,15
5067,,17
5067,,19
5067,,21
5067,,23
5067,25
6537,,15
6537,,17
6537,,19
6537,21
6537,23
6537,25
3648,,15
3648,,17
3648,,19
3648,,21
3648,,23
3648,,25
4193,,15
4193,,17
4193,,19
4193,,21
4193,,23
4193,,25
5543,,15
5543,,17
5543,,19
5543,,21
5543,23
5543,25
4139,,15
4139,,17
4139,,19
4139,,21
4139,,23
4139,25
4805,,15
4805,,17
4805,,19
4805,,21
4805,,23
4805,25
6076,,15
6076,,17
6076,,19
6076,,21
6076,,23
6076,25
3797,,15
3797,,17
3797,,19
3797,,21
3797,,23
3797,,25
4427,,15
4427,,17
4427,,19
4427,,21
4427,,23
4427,25
5685,,15
5685,,17
5685,19
5685,,21
5685,23
5685,25
3699,,15
3699,,17
3699,19
3699,21
3699,23
3699,25
4238,15
4238,17
4238,19
4238,21
4238,23
4238,25
5608,15
5608,17
5608,19
5608,21
5608,23
5608,25
3657,,15
3657,,17
3657,,19
3657,,21
3657,,23
3657,,25
4288,,15
4288,,17
4288,,19
4288,,21
4288,23
4288,25
5551,,15
5551,,17
5551,,19
5551,,21
5551,23
5551,25
3844,,15
3844,,17
3844,,19
3844,,21
3844,23
3844,25
4411,,15
4411,,17
4411,,19
4411,21
4411,23
4411,25
5676,,15
5676,,17
5676,,19
5676,,21
5676,23
5676,25
3743,,15
3743,,17
3743,,19
3743,,21
3743,23
3743,25
4283,,15
4283,,17
4283,,19
4283,,21
4283,,23
4283,25
5380,,15
5380,17
5380,19
5380,21
5380,23
5380,25
4010,,15
4010,,17
4010,,19
4010,,21
4010,,23
4010,,25
4538,,15
4538,,17
4538,,19
4538,,21
4538,,23
4538,,25
5640,,15
5640,,17
5640,,19
5640,,21
5640,23
5640,25
1434,15
1434,17
1434,19
1434,21
1434,23
1434,25
1728,,15
1728,17
1728,19
1728,,21
1728,,23
1728,25
2143,15
2143,17
2143,19
2143,21
2143,23
2143,25
1670,,15
1670,17
1670,19
1670,,21
1670,23
1670,25
1436,15
1436,17
1436,19
1436,21
1436,23
1436,25
1716,15
1716,17
1716,19
1716,21
1716,23
1716,25
1505,,15
1505,,17
1505,,19
1505,21
1505,23
1505,25
1661,15
1661,17
1661,19
1661,21
1661,23
1661,25
2345,15
2345,17
2345,19
2345,21
2345,23
2345,25
1743,15
1743,17
1743,19
1743,21
1743,23
1743,25
